ID,Groups,Description,Baseline [02-10 11:00],[02-10 12:55],[02-10 13:28],[02-10 13:46],[02-11 05:36]
I-COLL-221,Map removal operations,Remove non-existent key returns null. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-ITER-18,Iterator tests,Iterator with break in loop. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-141,List stdlib tests > List methods - comprehensive,Where. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-220,Map removal operations,Remove returns removed value. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-140,List stdlib tests > List methods - comprehensive,Map. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-219,Map update operations,PutIfAbsent does not overwrite existing. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-217,Map update operations,UpdateAll transforms all values. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-139,List stdlib tests > List methods - comprehensive,ForEach. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-ITER-17,Iterator tests,Iterator with custom iterable. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-216,Map update operations,Update with ifAbsent. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-138,List stdlib tests > List methods - comprehensive,Expand. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-215,Map update operations,Update existing key. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-137,List stdlib tests > List methods - comprehensive,Shuffle. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-214,Map with various key and value types,"Map<dynamic, dynamic> with mixed types. [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-135,List stdlib tests > List methods - comprehensive,Sort. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-134,List stdlib tests > List methods - comprehensive,Reverse. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-213,Map with various key and value types,"Map<String, Map<String, int>>. [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-212,Map with various key and value types,"Map<int, List<String>>. [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-133,List stdlib tests > List methods - comprehensive,IsEmpty and isNotEmpty. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-132,List stdlib tests > List methods - comprehensive,Length. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-211,Map with various key and value types,"Map<String, String>. [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-209,Map with various key and value types,"Map<String, int>. [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-ITER-16,Iterator tests,Iterator with nested loops. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-131,List stdlib tests > List methods - comprehensive,Contains. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-208,Map methods - comprehensive,Unmodifiable. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-130,List stdlib tests > List methods - comprehensive,Sublist. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-207,Map methods - comprehensive,Identity. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-129,List stdlib tests > List methods - comprehensive,LastIndexOf. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-128,List stdlib tests > List methods - comprehensive,IndexOf. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-206,Map methods - comprehensive,FromIterables. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-ITER-14,Iterator tests,Iterator moveNext after end. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-205,Map methods - comprehensive,FromIterable. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-127,List stdlib tests > List methods - comprehensive,RetainWhere. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-204,Map methods - comprehensive,FromEntries. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-126,List stdlib tests > List methods - comprehensive,RemoveRange. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-125,List stdlib tests > List methods - comprehensive,RemoveLast. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-203,Map methods - comprehensive,From. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-ITER-13,Iterator tests,Iterator current without moveNext. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-202,Map methods - comprehensive,ForEach. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-124,List stdlib tests > List methods - comprehensive,RemoveAt. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-ITER-12,Iterator tests,Iterator with empty list. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-123,List stdlib tests > List methods - comprehensive,Remove. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-122,List stdlib tests > List methods - comprehensive,AddAll. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-121,List stdlib tests > List methods - comprehensive,Add. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-120,List stdlib tests > List methods,AsMap. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-ITER-15,Iterator tests,Iterator basic usage. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-201,Map methods - comprehensive,Cast. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-119,List stdlib tests > List methods,Reversed. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-199,Map methods - comprehensive,Entries. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-117,List stdlib tests > List methods,Shuffle. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-198,Map methods - comprehensive,Map. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-116,List stdlib tests > List methods,Sort. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-197,Map methods - comprehensive,RemoveWhere. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-115,List stdlib tests > List methods,RemoveWhere. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-196,Map methods - comprehensive,UpdateAll. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-114,List stdlib tests > List methods,RetainWhere. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-195,Map methods - comprehensive,AddEntries. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-194,Map methods - comprehensive,PutIfAbsent. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-248,Map methods - comprehensive,Update. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-113,List stdlib tests > List methods,RemoveRange. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-112,List stdlib tests > List methods,ReplaceRange. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-111,List stdlib tests > List methods,FillRange. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-110,List stdlib tests > List methods,SetAll. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-109,List stdlib tests > List methods,InsertAll. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-247,Map methods - comprehensive,Keys and values. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-108,List stdlib tests > List methods,Insert. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-246,Map methods - comprehensive,IsEmpty and isNotEmpty. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-187,List stdlib tests,List sublist. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-236,Map methods - comprehensive,Length. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-177,List stdlib tests,List join. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-160,List stdlib tests,"List contains, indexOf, lastIndexOf. [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-227,Map methods - comprehensive,Remove. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-148,List stdlib tests,"List remove, removeAt, clear. [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-218,Map methods - comprehensive,ContainsValue. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-210,Map methods - comprehensive,ContainsKey. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-136,List stdlib tests,List add and addAll. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-200,Map methods - comprehensive,Clear. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-118,List stdlib tests,List index access [] and assignment []=. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-238,Map methods - comprehensive,AddAll. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-175,List stdlib tests,List literal and basic properties. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-104,UnmodifiableListView Tests,Attempt sort(). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-103,UnmodifiableListView Tests,Attempt shuffle(). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-102,UnmodifiableListView Tests,Attempt setRange(). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-101,UnmodifiableListView Tests,Attempt setAll(). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-100,UnmodifiableListView Tests,Attempt fillRange(). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-99,UnmodifiableListView Tests,Attempt retainWhere(). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-98,UnmodifiableListView Tests,Attempt replaceRange(). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-97,UnmodifiableListView Tests,Attempt removeWhere(). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-96,UnmodifiableListView Tests,Attempt removeRange(). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-95,UnmodifiableListView Tests,Attempt removeLast(). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-94,UnmodifiableListView Tests,Attempt removeAt(). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-93,UnmodifiableListView Tests,Attempt remove(). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-92,UnmodifiableListView Tests,Attempt insertAll(). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-91,UnmodifiableListView Tests,Attempt insert(). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-90,UnmodifiableListView Tests,Attempt clear(). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-89,UnmodifiableListView Tests,Attempt addAll(). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-88,UnmodifiableListView Tests,Attempt add(). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-87,UnmodifiableListView Tests,Attempt last = (setter). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-86,UnmodifiableListView Tests,Attempt first = (setter). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-85,UnmodifiableListView Tests,Attempt length = (setter). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-84,UnmodifiableListView Tests,Attempt []= (setter). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-64,dart:collection - Queue Tests,Contains() method. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-63,dart:collection - Queue Tests,Clear() method. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-62,dart:collection - Queue Tests,Last getter on empty queue throws. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-71,dart:collection - Queue Tests,First getter on empty queue throws. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-70,dart:collection - Queue Tests,First and last getters. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-69,dart:collection - Queue Tests,RemoveFirst() on empty queue throws. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-68,dart:collection - Queue Tests,Add() and removeFirst() methods. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-67,dart:collection - Queue Tests,Queue.from() with empty iterable. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-66,dart:collection - Queue Tests,Queue.from() constructor with an iterable. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-107,UnmodifiableListView Tests,"Read-only iteration methods: forEach, map, where, any, every. [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-65,dart:collection - Queue Tests,Queue() constructor and basic properties. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-15,dart:collection - HashMap Tests,Keys and values getters. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-14,dart:collection - HashMap Tests,PutIfAbsent() method. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-106,UnmodifiableListView Tests,[] operator (getter). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-13,dart:collection - HashMap Tests,ForEach() method. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-105,UnmodifiableListView Tests,Constructor and basic getters. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-23,dart:collection - HashMap Tests,Remove() method. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-22,dart:collection - HashMap Tests,ContainsKey() and containsValue(). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-21,dart:collection - HashMap Tests,Clear() method. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-20,dart:collection - HashMap Tests,AddAll() method. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-19,dart:collection - HashMap Tests,Operator []= and []. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-18,dart:collection - HashMap Tests,HashMap.of() constructor. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-17,dart:collection - HashMap Tests,HashMap.from() constructor. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-16,dart:collection - HashMap Tests,HashMap() constructor and basic properties. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-46,LinkedList and LinkedListEntry Tests,Unlink entry not in a list throws error. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-45,LinkedList and LinkedListEntry Tests,RemoveFirst on empty list throws error. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-44,LinkedList and LinkedListEntry Tests,Accessing first/last on empty list throws error. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-43,LinkedList and LinkedListEntry Tests,LinkedList clear. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-42,LinkedList and LinkedListEntry Tests,LinkedList removeFirst. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-49,LinkedList and LinkedListEntry Tests,LinkedList remove entry. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-48,LinkedList and LinkedListEntry Tests,LinkedListEntry unlink. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-47,LinkedList and LinkedListEntry Tests,"Create LinkedList, add entries, check properties. [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-ASYNC-20,,Nested for-in with dynamic list generation. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-ASYNC-19,,Nested loops with early returns and exception handling. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-78,SplayTreeMap Tests,FirstKey() / lastKey() on empty map throws error. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-77,SplayTreeMap Tests,PutIfAbsent() and sorted order. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-76,SplayTreeMap Tests,ForEach() and entries are sorted. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-75,SplayTreeMap Tests,Remove() and sorted order. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-74,SplayTreeMap Tests,"ContainsKey(), containsValue(). [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-73,SplayTreeMap Tests,"AddAll(), clear(), isEmpty, isNotEmpty. [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-72,SplayTreeMap Tests,"[] and []= operators, sorted order maintained. [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-83,SplayTreeMap Tests,SplayTreeMap.of() with natural ordering. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-81,SplayTreeMap Tests,SplayTreeMap.from() with custom compare function. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-80,SplayTreeMap Tests,SplayTreeMap.from() with natural ordering. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-79,SplayTreeMap Tests,SplayTreeMap() with custom compare function (reverse order). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-82,SplayTreeMap Tests,"SplayTreeMap() constructor and basic properties, natural ordering. [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-26,HashSet Tests,ToList() and toSet(). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-ASYNC-18,,Deep nesting with 4 levels and mixed async operations. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-25,HashSet Tests,Iterator basics and forEach. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-24,HashSet Tests,"First, last, single getters. [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-35,LinkedHashMap Tests,PutIfAbsent(). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-34,LinkedHashMap Tests,ForEach() and entries. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-31,HashSet Tests,"AddAll(), remove(), removeAll(), retainAll(), containsAll(). [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-33,LinkedHashMap Tests,Remove() and insertion order. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-29,HashSet Tests,Clear() and isEmpty. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-32,LinkedHashMap Tests,"ContainsKey(), containsValue(). [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-28,HashSet Tests,HashSet.from() constructor. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-41,LinkedHashMap Tests,"AddAll(), clear(), isEmpty, isNotEmpty. [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-39,LinkedHashMap Tests,"[] and []= operators, insertion order preserved. [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-27,HashSet Tests,"HashSet() constructor, add, length, contains. [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-38,LinkedHashMap Tests,LinkedHashMap.identity() constructor. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-37,LinkedHashMap Tests,LinkedHashMap.of() constructor. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-30,HashSet Tests,HashSet() constructor and basic properties. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-36,LinkedHashMap Tests,LinkedHashMap.from() constructor and insertion order. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-COLL-40,LinkedHashMap Tests,LinkedHashMap() constructor and basic properties. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-ASYNC-17,,Nested for-in with list modifications and async operations. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-222,Return Type Checking Tests,Correct return type (null for Bridged type nullable). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-221,Return Type Checking Tests,Incorrect return type (int for Bridged type). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-220,Return Type Checking Tests,Correct return type (Bridged type). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-219,Return Type Checking Tests,Incorrect subtype (String for num). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-218,Return Type Checking Tests,Correct subtype (double for num). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-217,Return Type Checking Tests,Correct subtype (int for num). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-215,Return Type Checking Tests,Incorrect return type (String for int?). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-214,Return Type Checking Tests,"Correct return type (int? nullable, null value). [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-213,Return Type Checking Tests,"Correct return type (int? nullable, int value). [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-212,Return Type Checking Tests,Incorrect return type (null for Object). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-211,Return Type Checking Tests,"Correct return type (Object, non-null). [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-210,Return Type Checking Tests,"Correct return type (dynamic, any value). [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-209,Return Type Checking Tests,Incorrect return type (non-null for void). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-208,Return Type Checking Tests,"Correct return type (void, explicit null). [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-207,Return Type Checking Tests,"Correct return type (void, implicit). [2026-02-10 06:37]",--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-206,Return Type Checking Tests,Incorrect return type (int instead of String). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-204,Return Type Checking Tests,Incorrect return type (String instead of int). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-203,Return Type Checking Tests,Correct return type (String). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-202,Return Type Checking Tests,Correct return type (int). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-201,Switch Expressions,When clause must be boolean. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-ASYNC-16,,Nested loops with async/await in various positions. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-198,Switch Expressions,Pattern binding (List). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-197,Switch Expressions,Pattern binding (Record). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-195,Switch Expressions,Non-exhaustive switch expression throws error. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-194,Switch Expressions,Default case match (_). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-193,Switch Expressions,Basic constant match. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-192,,Assignation par pattern (Record). [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-191,Pattern Matching - Variable Declarations,Combined Pattern - Record with List and Map. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-190,Pattern Matching - Variable Declarations,Combined Pattern - List of Records. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-189,Pattern Matching - Variable Declarations,Record Pattern - Mismatch Type. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-188,Pattern Matching - Variable Declarations,Record Pattern - Named Mismatch Name. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-187,Pattern Matching - Variable Declarations,Record Pattern - Positional Mismatch Count. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-186,Pattern Matching - Variable Declarations,Record Pattern - Named. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-185,Pattern Matching - Variable Declarations,Record Pattern - Positional. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
I-MISC-184,Pattern Matching - Variable Declarations,Map Pattern - Mismatch Type. [2026-02-10 06:37],--/OK,--/OK,--/OK,--/OK,OK/OK
